Id,Price
4567,158299.91005686737
5925,125596.72116448359
960,152560.30555381355
3848,129205.13100220701
746,173794.8917343534
868,379491.241909783
672,124038.9969358315
2471,206685.65857035865
4510,137817.27525572872
8354,208469.97415878111
6393,172173.12178708287
13270,221557.48895865868
5250,290880.1140564968
16751,171657.28499071917
11404,130278.35129055275
10588,369278.1381415913
14925,199149.25238048355
6791,241651.24451606462
16097,191748.1767529749
16428,408118.06557342084
6945,356144.0337482843
3190,184948.68552364927
15709,441958.520920987
13155,180286.5519104692
7675,219025.70172022117
14686,238258.96683689588
609,156503.3421626462
11155,168604.55370045162
10869,199824.88097594847
15742,186744.58115752347
9245,197536.80104679384
3340,201017.64419920748
2359,287444.81430857687
8070,190604.03452325476
13707,139130.04207599538
16079,277904.7882674925
15937,283618.86968539655
14090,177650.12410555503
9008,194808.37573059867
16384,163896.70179979925
11657,254678.08831167113
13151,173480.2308160067
8990,171641.922095986
11857,186319.00505623833
1565,142454.94518014466
8174,97862.17842698922
9247,253131.7085612913
10478,224159.69870102653
15509,151795.87742646504
8306,179075.0376808629
6642,191242.02638861025
7472,226595.91716182808
15989,138199.30295313813
13682,125091.00820299951
163,215746.97638518657
7076,182234.77916569225
7478,280693.6607959361
3029,193259.23892351618
1814,140187.49059869556
10057,119863.5338123561
15100,183355.20318964336
12694,215992.4022611446
6291,176245.76091829973
12603,210481.1610443302
3218,270211.44129037607
13456,122554.36653617985
10170,238635.49415223717
4530,179717.96527144208
13329,169002.27585677104
4820,145224.50850383597
10896,173611.3552619163
13416,129056.88430819933
2701,217885.51000226632
11265,345790.00499549706
9189,247999.5704639709
1858,188175.14301823016
14536,244522.73019175584
6199,295618.0552589066
14730,150176.47961641225
7510,262963.1333551439
15505,168211.50004073232
7446,184010.3264718659
14016,179936.5625230525
14113,110784.4957998544
8721,285392.78263741813
6193,318473.7317904
5717,183703.48262356152
5427,308983.7407863461
9520,516775.46743123955
6869,112163.33590554625
1658,155526.22376783838
6639,242611.39699577843
6283,182773.06941682546
6257,131798.40243935643
15235,187936.47904139519
902,223038.88608475353
8932,198752.51826842938
16469,331348.26188382215
2825,272266.2419964044
6450,419409.38259867986
11366,173829.52716831423
3801,280765.91035872925
11385,194816.66915228055
1079,211794.6577237306
3202,318119.6186217716
676,241938.8101781968
6185,253749.21485698858
7730,168413.3553394168
2573,172955.53653850732
10978,204140.73103305112
10962,254370.29907227223
8870,231872.78243315872
8496,161125.2341437914
5517,154646.1630297012
927,193743.35734709058
13675,195596.67178892202
1499,218432.03692280746
15536,340458.2393901209
8602,307680.706560817
12137,468997.53579122183
9865,253583.9049914803
16353,276274.21773854905
15908,233610.01256094387
3944,181029.7694945702
10359,197176.15539190616
15158,225530.17110299686
3259,251778.46423939202
7220,318992.2018638289
13843,207609.83585942755
16736,198485.73367001803
702,248357.6645049241
16401,131180.4733484363
12134,179146.68126437822
6918,189030.36463577702
11792,128461.28774918107
3798,140184.9032504017
10395,134486.1878376172
11099,151711.12523604743
7090,192796.81914097272
11260,195754.57946603725
9647,218358.29598941316
2903,369034.5318769581
2071,189102.49230803625
8604,185880.2011508877
9346,198926.68523796223
3945,195737.3769789847
3420,132174.3304325826
10842,126200.763874848
725,157888.27397667646
13931,202820.59575839018
16330,248999.0299941256
9066,435325.0970457363
3326,337041.248467264
1556,311300.88041452755
6579,115937.28750763541
13877,142527.2811381895
9857,346073.8870902665
7302,224896.15457659794
5684,183034.5342061112
6513,240460.22682934618
11342,114674.10763818845
16561,235184.8679020976
6885,173698.04750036317
9308,183828.74285821978
2559,174346.80349538443
6648,172979.35585850175
15260,171006.2853889649
5113,183183.05055418322
16492,192160.4875453112
12034,278611.7446908637
7248,201529.5528487378
2171,209732.89382600572
10594,180283.7854068401
13241,213145.8784094155
7032,170166.40185800896
4884,158585.56400270987
903,245617.81674204313
162,168695.15837013078
6566,226965.5110322201
8249,132548.88876240503
13106,177820.31484730807
256,127891.2689437849
7976,173068.0672964024
8575,173383.6788797799
7591,285978.6227617502
3204,242820.34500761723
15804,185728.64272577947
1525,333784.38627269695
9038,204760.16215589928
13628,204474.8335060186
10016,203126.78172212798
10208,222004.3238992543
2008,192843.75865553482
13029,205008.79354836288
5099,125621.27571968206
9923,317499.2982864681
9461,141598.7586443589
11086,174406.23907778587
15057,218490.0167987483
10689,186227.08774125093
2053,216974.87390622654
16630,159334.89755681806
4985,167760.48304892099
13881,252657.37877179196
13225,188229.64679259047
5779,70335.82974057214
10262,170011.8218409328
10762,233068.46895904676
9513,190377.7422613845
11128,174081.75354106052
2074,339487.48042560735
933,204520.1549536074
2780,177561.96173846637
6594,110307.89418376381
15394,314757.6076872045
14863,116691.4691897988
6698,210121.40043645803
1611,359745.50336570886
174,184647.84989624564
5160,223161.2011881535
3295,346489.8556549346
4559,361788.5475820721
8254,173354.69561145583
10228,106797.26107214732
13924,141559.98857312146
15341,237117.71099663383
4353,185832.06651255736
4334,80980.17782651164
1872,170371.54298698617
7823,181957.8026156228
310,152324.63576898596
3704,258280.51412121713
11615,227961.38294974362
6605,201274.1925155109
3381,186270.32731154707
2143,142962.1090631046
3191,259675.33379018973
13980,126177.65657044515
15613,145658.0187045391
10943,207945.37145571318
9654,178576.7462149517
16053,498013.55428899097
14931,222372.3064524774
8299,231497.42170166606
2147,171229.26819998663
11567,464271.4601946452
5905,145015.63639088432
11160,113110.20343036133
8275,143205.34873059366
16398,317139.5969942996
11229,180270.29261291467
10309,177167.1554621963
7340,253231.19154123345
7653,162276.9137481067
272,206330.51589533547
9831,199661.8498868548
5016,130448.0444366339
5968,72012.29885815611
796,221286.61926879978
12123,125837.79942060713
16629,218931.33288870103
2637,166096.56208617438
6194,229111.55042488588
6216,456718.47239380406
14346,163653.0219119899
6428,129620.18078300495
2891,275852.4830561552
84,190820.7928665246
9260,212759.72676002007
15250,159090.16167155124
2348,183725.08971200243
10427,247844.3559759701
13230,258451.13048272007
1691,175338.14219926743
8803,126910.92358145163
5464,201609.61414393754
10559,110808.3474520421
16787,308689.96073460585
4278,176183.73312807543
6183,177753.59174410973
12775,165281.18719624577
10104,169801.63071313966
13663,160220.76320712853
9404,251193.25139186808
14724,208839.3797977758
10040,184953.01487097997
4646,193052.35105696233
4754,150803.66284002856
3310,218892.81782060763
2003,182523.61592075476
7312,265070.5326067412
10921,227310.01773683057
13419,274374.8005779076
10105,172391.3466892753
2196,291150.75945685967
12659,246468.14051675083
4380,217452.93059868456
10847,141544.93487134547
10805,314541.5078707133
8709,95064.95647566626
8319,190391.66007580957
2215,184752.7963214268
7000,189147.92679857553
7701,105527.8933778091
9678,215420.2255882219
14026,181376.36647288228
7971,162905.90651057745
13734,148071.26609838015
16483,187772.94385134894
6150,217734.02527659485
2931,271452.8877776892
5418,183930.44430378886
1662,504915.7287283369
2441,227413.99965276758
669,162267.69895784438
7734,172574.76619992434
6010,249510.9940656262
266,136870.10750963274
632,129029.27856006443
16221,119633.58498382436
11832,175237.71621530407
5035,128176.77711599393
37,122469.03941923662
6168,181172.50616857063
11757,181703.31197811317
8086,132280.5834484103
6529,242423.51668051098
15121,204590.2823469888
13904,141170.90657984102
3711,162538.9469358914
16563,129067.90709097484
14494,178570.52037622337
3006,232641.1904461576
15299,150335.4413204981
92,279342.3901712951
8066,154814.60195627785
16071,207553.70550581583
10662,146497.76397601614
3883,236593.74757121454
